"Date","Site.Name","COUNTY","meanlat","meanlong","month","year","PM2.5","Ozone"
"2018-06-03","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,6,2018,30,NA
"2018-06-03","Mendenhall School","Guilford",36.1090060008986,-79.802314,6,2018,28,NA
"2018-06-04","Bryson City","Swain",35.434767,-83.442133,6,2018,NA,58
"2018-06-04","Hattie Avenue","Forsyth",36.110693332,-80.2264378,6,2018,22,NA
"2018-06-04","Millbrook School","Wake",35.856111,-78.574167,6,2018,NA,77
"2018-06-05","Bryson City","Swain",35.434767,-83.442133,6,2018,26,NA
"2018-06-05","Castle Hayne","New Hanover",34.364167,-77.838611,6,2018,NA,47
"2018-06-05","Leggett","Edgecombe",35.988278,-77.5843,6,2018,40,NA
"2018-06-05","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,6,2018,NA,50
"2018-06-06","Clemmons Middle","Forsyth",36.026,-80.342,6,2018,38,NA
"2018-06-06","Millbrook School","Wake",35.856111,-78.574167,6,2018,38,NA
"2018-06-07","Frying Pan Mountain","Haywood",35.379167,-82.7925,6,2018,NA,49
"2018-06-07","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,6,2018,30,NA
"2018-06-08","West Johnston Co.","Johnston",35.59095,-78.4622,6,2018,NA,58
"2018-06-09","Hattie Avenue","Forsyth",36.110693332,-80.2264378,6,2018,52,NA
"2018-06-09","Leggett","Edgecombe",35.988278,-77.5843,6,2018,NA,44
"2018-06-09","Linville Falls","Avery",35.972347,-81.933072,6,2018,NA,42
"2018-06-09","Mendenhall School","Guilford",36.1090060008986,-79.802314,6,2018,NA,58
"2018-06-10","Durham Armory","Durham",36.0329550008979,-78.904037,6,2018,NA,45
"2018-06-10","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,6,2018,44,NA
"2018-06-10","West Johnston Co.","Johnston",35.59095,-78.4622,6,2018,47,NA
"2018-06-12","Castle Hayne","New Hanover",34.364167,-77.838611,6,2018,23,NA
"2018-06-12","Durham Armory","Durham",36.0329550008979,-78.904037,6,2018,25,NA
"2018-06-12","Garinger High School","Mecklenburg",35.2401000008895,-80.785683,6,2018,NA,30
"2018-06-12","Hattie Avenue","Forsyth",36.110693332,-80.2264378,6,2018,NA,31
"2018-06-12","Millbrook School","Wake",35.856111,-78.574167,6,2018,29,NA
"2018-06-12","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,6,2018,28,NA
"2018-06-13","Hattie Avenue","Forsyth",36.110693332,-80.2264378,6,2018,35,NA
"2018-06-16","Clemmons Middle","Forsyth",36.026,-80.342,6,2018,NA,61
"2018-06-16","Mendenhall School","Guilford",36.1090060008986,-79.802314,6,2018,55,NA
"2018-06-17","Bryson City","Swain",35.434767,-83.442133,6,2018,NA,35
"2018-06-17","Millbrook School","Wake",35.856111,-78.574167,6,2018,NA,47
"2018-06-18","Castle Hayne","New Hanover",34.364167,-77.838611,6,2018,NA,32
"2018-06-18","Leggett","Edgecombe",35.988278,-77.5843,6,2018,54,NA
"2018-06-18","Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,6,2018,NA,54
